date,nama_kabupaten_kota,produksi_padi
2023-07-01,KABUPATEN SUBANG,50338
2023-07-01,KABUPATEN SUMEDANG,41892
2023-08-01,KABUPATEN BOGOR,25135
2023-08-01,KOTA DEPOK,0
2023-08-01,KOTA CIMAHI,34
2023-08-01,KOTA SUKABUMI,1247
2023-08-01,KABUPATEN CIANJUR,47450
2023-08-01,KOTA BEKASI,301
2023-08-01,KOTA CIREBON,240
2023-08-01,KABUPATEN SUKABUMI,25396
2023-08-01,KOTA BANDUNG,117
2023-08-01,KOTA BOGOR,0
2023-08-01,KOTA TASIKMALAYA,1249
2023-08-01,KABUPATEN PANGANDARAN,37905
2023-08-01,KOTA BANJAR,5835
2023-08-01,KABUPATEN BANDUNG BARAT,11912
2023-08-01,KABUPATEN CIREBON,41785
2023-08-01,KABUPATEN PURWAKARTA,36018
2023-08-01,KABUPATEN SUBANG,75864
2023-08-01,KABUPATEN MAJALENGKA,50544
2023-08-01,KABUPATEN BANDUNG,19174
2023-08-01,KABUPATEN KARAWANG,65597
2023-08-01,KABUPATEN INDRAMAYU,56083
2023-08-01,KABUPATEN GARUT,21451
2023-08-01,KABUPATEN BEKASI,16518
2023-08-01,KABUPATEN TASIKMALAYA,34682
2023-08-01,KABUPATEN KUNINGAN,18789
2023-08-01,KABUPATEN CIAMIS,35047
2023-08-01,KABUPATEN SUMEDANG,18248
2023-09-01,KABUPATEN SUMEDANG,15241
2023-09-01,KABUPATEN SUKABUMI,17073
2023-09-01,KOTA DEPOK,14
2023-09-01,KABUPATEN SUBANG,85686
2023-09-01,KABUPATEN TASIKMALAYA,32707
2023-09-01,KABUPATEN BOGOR,35718
2023-09-01,KOTA SUKABUMI,1192
2023-09-01,KABUPATEN PURWAKARTA,8902
2023-09-01,KABUPATEN INDRAMAYU,169149
2023-09-01,KABUPATEN MAJALENGKA,15826
2023-09-01,KABUPATEN CIANJUR,39003
2023-09-01,KABUPATEN PANGANDARAN,13559
2023-09-01,KABUPATEN BANDUNG,37060
2023-09-01,KOTA CIREBON,29
2023-09-01,KABUPATEN BANDUNG BARAT,7968
2023-09-01,KABUPATEN CIAMIS,32974
2023-09-01,KOTA CIMAHI,32
2023-09-01,KOTA TASIKMALAYA,3021
2023-09-01,KOTA BEKASI,161
2023-09-01,KABUPATEN GARUT,28112
2023-09-01,KABUPATEN BEKASI,30863
2023-09-01,KOTA BANJAR,1391
2023-09-01,KABUPATEN KARAWANG,86642
2023-09-01,KOTA BOGOR,21
2023-09-01,KOTA BANDUNG,886
2023-09-01,KABUPATEN CIREBON,34161
2023-09-01,KABUPATEN KUNINGAN,16841
2023-10-01,KABUPATEN INDRAMAYU,216914
2023-10-01,KABUPATEN KUNINGAN,7366
2023-10-01,KOTA TASIKMALAYA,3168
2023-10-01,KOTA BEKASI,0
2023-10-01,KABUPATEN SUBANG,201616
2023-10-01,KOTA CIREBON,0
2023-10-01,KABUPATEN SUMEDANG,15872
2023-10-01,KABUPATEN BOGOR,23763
2023-10-01,KOTA BANDUNG,1000
2023-10-01,KABUPATEN CIANJUR,28365
2023-10-01,KABUPATEN BANDUNG BARAT,6254
2023-10-01,KOTA BANJAR,3545
2023-10-01,KABUPATEN PANGANDARAN,1248
2023-10-01,KOTA CIMAHI,0
2023-10-01,KABUPATEN BEKASI,25562
2023-10-01,KABUPATEN CIAMIS,22410
2023-10-01,KABUPATEN KARAWANG,49373
2023-10-01,KOTA BOGOR,0
2023-10-01,KABUPATEN CIREBON,64062
2023-10-01,KABUPATEN GARUT,22171
2023-10-01,KABUPATEN BANDUNG,38210
2023-10-01,KABUPATEN PURWAKARTA,4900
2023-10-01,KOTA SUKABUMI,1074
2023-10-01,KABUPATEN SUKABUMI,14997
2023-10-01,KOTA DEPOK,0
2023-10-01,KABUPATEN TASIKMALAYA,31424
2023-10-01,KABUPATEN MAJALENGKA,9596
2023-11-01,KABUPATEN MAJALENGKA,17769
2023-11-01,KABUPATEN KUNINGAN,9816
2023-11-01,KABUPATEN BOGOR,6027
2023-11-01,KOTA DEPOK,0
2023-11-01,KOTA CIMAHI,16
2023-11-01,KABUPATEN CIREBON,36132
2023-11-01,KABUPATEN GARUT,30843
2023-11-01,KOTA TASIKMALAYA,3229
2023-11-01,KABUPATEN SUMEDANG,19494
2023-11-01,KABUPATEN CIANJUR,32605
2023-11-01,KABUPATEN PANGANDARAN,0
2023-11-01,KABUPATEN BEKASI,49921
2023-11-01,KABUPATEN KARAWANG,66035
2023-11-01,KOTA BOGOR,21
2023-11-01,KABUPATEN CIAMIS,7765
2023-11-01,KABUPATEN PURWAKARTA,4107
2023-11-01,KOTA BEKASI,0
2023-11-01,KOTA BANJAR,239
2023-11-01,KOTA SUKABUMI,1045
2023-11-01,KABUPATEN SUKABUMI,7783
2023-11-01,KABUPATEN BANDUNG,23969
2023-11-01,KABUPATEN SUBANG,85614
2023-11-01,KOTA BANDUNG,695
2023-11-01,KABUPATEN INDRAMAYU,79498
2023-11-01,KOTA CIREBON,0
2023-11-01,KABUPATEN BANDUNG BARAT,5879
2023-11-01,KABUPATEN TASIKMALAYA,23785
2023-12-01,KABUPATEN CIAMIS,5932
2023-12-01,KABUPATEN KUNINGAN,7657
2023-12-01,KOTA TASIKMALAYA,1509
2023-12-01,KABUPATEN BANDUNG BARAT,972
2023-12-01,KOTA CIREBON,0
2023-12-01,KABUPATEN CIREBON,4953
2023-12-01,KABUPATEN TASIKMALAYA,13988
2023-12-01,KABUPATEN CIANJUR,17516
2023-12-01,KABUPATEN BEKASI,40127
2023-12-01,KABUPATEN PANGANDARAN,0
2023-12-01,KABUPATEN KARAWANG,169568
2023-12-01,KOTA BOGOR,7
2023-12-01,KABUPATEN PURWAKARTA,2618
2023-12-01,KOTA SUKABUMI,1694
2023-12-01,KABUPATEN SUKABUMI,7181
2023-12-01,KABUPATEN BANDUNG,10360
2023-12-01,KABUPATEN SUBANG,21620
2023-12-01,KOTA BANDUNG,383
2023-12-01,KABUPATEN INDRAMAYU,1802
2023-12-01,KABUPATEN SUMEDANG,10327
2023-12-01,KOTA BEKASI,0
2023-12-01,KABUPATEN BOGOR,6620
2023-12-01,KABUPATEN GARUT,21807
2023-12-01,KABUPATEN MAJALENGKA,11849
2023-12-01,KOTA DEPOK,0
2023-12-01,KOTA CIMAHI,64
2023-12-01,KOTA BANJAR,0
